 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    45.30   86.496  470.000  470.084  508.082  573.972
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.734  498.146  503.544  509.672
    0.076  470.006  504.549  576.918  595.297  618.504
    0.113  470.015  508.242  578.208  595.968  618.421
    0.151  470.023  512.716  583.710  601.684  624.561
    0.189  470.031  517.701  591.288  609.853  633.702
    0.227  470.039  522.636  599.042  618.249  643.156
    0.264  470.048  527.252  606.187  625.966  651.834
    0.302  470.057  531.532  612.669  632.939  659.655
    0.340  470.067  535.208  617.874  638.478  665.800
    0.378  470.076  538.206  621.681  642.452  670.117
    0.415  470.086  540.723  624.563  645.398  673.241
    0.453  470.095  542.235  625.411  646.073  673.711
    0.491  470.104  543.101  625.048  645.409  672.628
    0.529  470.114  543.232  623.313  643.227  669.791
    0.566  470.123  542.503  619.975  639.269  664.902
    0.604  470.131  541.070  615.382  633.928  658.430
    0.642  470.139  539.349  610.398  628.171  651.509
    0.680  470.147  537.290  604.918  621.877  643.999
    0.717  470.155  535.575  600.291  616.555  637.650
    0.755  470.162  535.949  599.923  616.004  636.850
    0.793  470.169  523.883  575.276  588.346  604.776
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    45.30   69.197  470.000  470.172  543.232  646.073
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.031  488.643  490.501  494.375
    0.076  470.003  488.007  539.813  546.072  560.431
    0.113  470.007  489.932  540.018  546.068  559.951
    0.151  470.011  492.263  543.085  549.206  563.327
    0.189  470.015  494.861  547.540  553.858  568.547
    0.227  470.019  497.433  552.129  558.661  573.969
    0.264  470.024  499.839  556.346  563.067  578.935
    0.302  470.028  502.070  560.152  567.036  583.395
    0.340  470.032  503.985  563.162  570.156  586.863
    0.378  470.037  505.548  565.304  572.352  589.251
    0.415  470.042  506.859  566.877  573.945  590.938
    0.453  470.046  507.647  567.189  574.200  591.062
    0.491  470.051  508.098  566.760  573.671  590.277
    0.529  470.055  508.166  565.493  572.254  588.465
    0.566  470.060  507.786  563.245  569.799  585.453
    0.604  470.064  507.038  560.235  566.541  581.519
    0.642  470.068  506.141  557.003  563.050  577.333
    0.680  470.072  505.068  553.480  559.256  572.811
    0.717  470.076  504.174  550.501  556.044  568.984
    0.755  470.079  504.368  550.165  555.646  568.434
    0.793  470.082  498.079  534.869  539.338  549.482
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    45.40   86.496  470.000  470.084  508.166  574.200
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.751  498.208  503.618  509.760
    0.076  470.006  504.625  577.154  595.572  618.835
    0.113  470.015  508.327  578.447  596.244  618.751
    0.151  470.023  512.810  583.961  601.973  624.905
    0.189  470.031  517.806  591.556  610.160  634.066
    0.227  470.039  522.753  599.327  618.574  643.541
    0.264  470.048  527.378  606.488  626.307  652.238
    0.302  470.057  531.668  612.984  633.296  660.077
    0.340  470.067  535.352  618.200  638.847  666.236
    0.378  470.076  538.357  622.016  642.829  670.562
    0.415  470.086  540.879  624.904  645.782  673.693
    0.453  470.095  542.395  625.754  646.459  674.164
    0.491  470.105  543.262  625.390  645.793  673.079
    0.529  470.114  543.394  623.652  643.606  670.235
    0.566  470.123  542.663  620.306  639.639  665.335
    0.604  470.132  541.227  615.703  634.287  658.849
    0.642  470.140  539.502  610.708  628.518  651.913
    0.680  470.148  537.439  605.216  622.210  644.386
    0.717  470.155  535.720  600.579  616.877  638.022
    0.755  470.163  536.094  600.210  616.324  637.221
    0.793  470.169  524.002  575.508  588.605  605.075
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    45.40   69.197  470.000  470.172  543.394  646.459
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.040  488.684  490.547  494.429
    0.076  470.003  488.047  539.967  546.238  560.631
    0.113  470.007  489.976  540.172  546.235  560.150
    0.151  470.011  492.312  543.246  549.380  563.534
    0.189  470.015  494.916  547.710  554.041  568.765
    0.227  470.019  497.494  552.310  558.855  574.199
    0.264  470.024  499.905  556.536  563.270  579.176
    0.302  470.028  502.140  560.351  567.248  583.646
    0.340  470.033  504.060  563.368  570.375  587.122
    0.378  470.037  505.626  565.514  572.576  589.515
    0.415  470.042  506.940  567.090  574.173  591.206
    0.453  470.046  507.730  567.403  574.428  591.330
    0.491  470.051  508.182  566.974  573.898  590.543
    0.529  470.056  508.250  565.703  572.478  588.727
    0.566  470.060  507.869  563.450  570.018  585.708
    0.604  470.064  507.120  560.434  566.753  581.766
    0.642  470.068  506.221  557.194  563.254  577.570
    0.680  470.072  505.145  553.664  559.451  573.039
    0.717  470.076  504.249  550.678  556.233  569.203
    0.755  470.079  504.444  550.341  555.834  568.652
    0.793  470.083  498.141  535.012  539.490  549.658
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    45.50   86.496  470.000  470.084  508.250  574.428
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.768  498.270  503.691  509.847
    0.076  470.006  504.701  577.390  595.846  619.165
    0.113  470.015  508.411  578.686  596.520  619.081
    0.151  470.023  512.904  584.212  602.261  625.248
    0.189  470.031  517.911  591.823  610.466  634.430
    0.227  470.039  522.869  599.612  618.899  643.926
    0.264  470.048  527.505  606.789  626.649  652.643
    0.302  470.057  531.804  613.299  633.652  660.499
    0.340  470.067  535.496  618.527  639.215  666.672
    0.378  470.076  538.508  622.351  643.207  671.008
    0.415  470.086  541.035  625.245  646.166  674.146
    0.453  470.095  542.554  626.097  646.844  674.618
    0.491  470.105  543.423  625.732  646.177  673.530
    0.529  470.114  543.555  623.990  643.985  670.680
    0.566  470.123  542.824  620.637  640.010  665.769
    0.604  470.132  541.384  616.024  634.646  659.268
    0.642  470.140  539.655  611.018  628.864  652.317
    0.680  470.148  537.587  605.514  622.543  644.773
    0.717  470.156  535.865  600.866  617.198  638.395
    0.755  470.163  536.240  600.497  616.644  637.592
    0.793  470.170  524.121  575.740  588.865  605.374
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    45.50   69.197  470.000  470.172  543.555  646.844
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.049  488.725  490.592  494.483
    0.076  470.003  488.086  540.121  546.405  560.831
    0.113  470.007  490.020  540.326  546.401  560.349
    0.151  470.011  492.361  543.407  549.553  563.740
    0.189  470.015  494.971  547.881  554.225  568.983
    0.227  470.019  497.554  552.491  559.049  574.429
    0.264  470.024  499.970  556.726  563.474  579.417
    0.302  470.028  502.211  560.549  567.460  583.897
    0.340  470.033  504.135  563.573  570.594  587.381
    0.378  470.037  505.704  565.724  572.800  589.779
    0.415  470.042  507.021  567.304  574.401  591.474
    0.453  470.047  507.813  567.617  574.656  591.598
    0.491  470.051  508.265  567.187  574.125  590.809
    0.529  470.056  508.334  565.914  572.702  588.989
    0.566  470.060  507.952  563.655  570.237  585.964
    0.604  470.064  507.202  560.633  566.964  582.013
    0.642  470.068  506.300  557.386  563.458  577.808
    0.680  470.072  505.222  553.848  559.647  573.266
    0.717  470.076  504.324  550.856  556.421  569.422
    0.755  470.080  504.519  550.518  556.022  568.870
    0.793  470.083  498.203  535.155  539.642  549.833
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    45.60   86.496  470.000  470.084  508.334  574.656
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.785  498.332  503.765  509.935
    0.076  470.006  504.777  577.626  596.121  619.495
    0.113  470.015  508.496  578.925  596.796  619.411
    0.151  470.023  512.999  584.463  602.550  625.592
    0.189  470.031  518.017  592.091  610.772  634.794
    0.227  470.040  522.985  599.896  619.223  644.311
    0.264  470.048  527.631  607.089  626.990  653.047
    0.302  470.058  531.940  613.614  634.009  660.921
    0.340  470.067  535.640  618.853  639.584  667.108
    0.378  470.077  538.658  622.686  643.584  671.453
    0.415  470.086  541.191  625.587  646.550  674.598
    0.453  470.096  542.714  626.440  647.230  675.071
    0.491  470.105  543.585  626.075  646.561  673.982
    0.529  470.114  543.717  624.329  644.365  671.125
    0.566  470.123  542.984  620.968  640.381  666.203
    0.604  470.132  541.541  616.345  635.005  659.688
    0.642  470.140  539.808  611.328  629.211  652.720
    0.680  470.148  537.736  605.811  622.876  645.160
    0.717  470.156  536.010  601.154  617.519  638.767
    0.755  470.163  536.385  600.783  616.965  637.962
    0.793  470.170  524.240  575.973  589.125  605.673
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    45.60   69.197  470.000  470.173  543.717  647.230
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.058  488.766  490.637  494.536
    0.076  470.003  488.126  540.275  546.572  561.032
    0.113  470.007  490.064  540.481  546.568  560.548
    0.151  470.011  492.410  543.568  549.727  563.947
    0.189  470.015  495.026  548.052  554.409  569.201
    0.227  470.019  497.615  552.672  559.243  574.659
    0.264  470.024  500.036  556.916  563.678  579.658
    0.302  470.028  502.281  560.748  567.673  584.149
    0.340  470.033  504.210  563.778  570.814  587.640
    0.378  470.037  505.783  565.934  573.024  590.043
    0.415  470.042  507.103  567.517  574.628  591.742
    0.453  470.047  507.896  567.832  574.884  591.866
    0.491  470.051  508.349  567.400  574.352  591.076
    0.529  470.056  508.418  566.124  572.926  589.252
    0.566  470.060  508.035  563.861  570.455  586.220
    0.604  470.064  507.283  560.832  567.175  582.260
    0.642  470.069  506.380  557.578  563.662  578.046
    0.680  470.072  505.300  554.031  559.842  573.493
    0.717  470.076  504.399  551.033  556.610  569.641
    0.755  470.080  504.595  550.695  556.209  569.087
    0.793  470.083  498.265  535.298  539.794  550.009
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    45.70   86.496  470.000  470.084  508.418  574.884
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.802  498.395  503.839  510.023
    0.076  470.006  504.854  577.862  596.395  619.825
    0.113  470.015  508.580  579.164  597.072  619.741
    0.151  470.023  513.093  584.714  602.838  625.935
    0.189  470.031  518.122  592.359  611.079  635.158
    0.227  470.040  523.101  600.181  619.548  644.696
    0.264  470.049  527.757  607.390  627.332  653.452
    0.302  470.058  532.076  613.928  634.366  661.343
    0.340  470.067  535.784  619.179  639.953  667.544
    0.378  470.077  538.809  623.020  643.962  671.899
    0.415  470.086  541.347  625.928  646.934  675.051
    0.453  470.096  542.873  626.783  647.615  675.525
    0.491  470.105  543.746  626.417  646.945  674.433
    0.529  470.115  543.879  624.667  644.744  671.569
    0.566  470.124  543.144  621.299  640.752  666.636
    0.604  470.132  541.698  616.666  635.364  660.107
    0.642  470.141  539.961  611.638  629.558  653.124
    0.680  470.149  537.884  606.109  623.209  645.546
    0.717  470.156  536.154  601.441  617.841  639.140
    0.755  470.164  536.531  601.070  617.285  638.333
    0.793  470.170  524.359  576.205  589.385  605.972
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    45.70   69.197  470.000  470.173  543.879  647.615
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.067  488.808  490.682  494.590
    0.076  470.003  488.166  540.428  546.738  561.232
    0.113  470.007  490.108  540.635  546.735  560.747
    0.151  470.011  492.460  543.729  549.900  564.153
    0.189  470.015  495.080  548.223  554.592  569.419
    0.227  470.019  497.675  552.853  559.437  574.889
    0.264  470.024  500.102  557.107  563.882  579.900
    0.302  470.028  502.352  560.946  567.885  584.400
    0.340  470.033  504.285  563.983  571.033  587.899
    0.378  470.037  505.861  566.144  573.248  590.307
    0.415  470.042  507.184  567.730  574.856  592.010
    0.453  470.047  507.979  568.046  575.112  592.134
    0.491  470.051  508.433  567.613  574.578  591.342
    0.529  470.056  508.502  566.334  573.150  589.514
    0.566  470.060  508.119  564.066  570.674  586.475
    0.604  470.065  507.365  561.030  567.387  582.506
    0.642  470.069  506.459  557.769  563.866  578.283
    0.680  470.073  505.377  554.215  560.038  573.721
    0.717  470.076  504.475  551.210  556.798  569.860
    0.755  470.080  504.671  550.871  556.397  569.305
    0.793  470.083  498.327  535.441  539.946  550.185
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    45.80   86.496  470.000  470.085  508.502  575.112
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.819  498.457  503.913  510.111
    0.076  470.007  504.930  578.098  596.670  620.155
    0.113  470.015  508.664  579.402  597.348  620.070
    0.151  470.023  513.187  584.965  603.127  626.279
    0.189  470.031  518.227  592.627  611.385  635.522
    0.227  470.040  523.217  600.466  619.873  645.081
    0.264  470.049  527.884  607.691  627.673  653.857
    0.302  470.058  532.211  614.243  634.722  661.765
    0.340  470.067  535.928  619.506  640.322  667.980
    0.378  470.077  538.959  623.355  644.339  672.345
    0.415  470.086  541.504  626.269  647.318  675.503
    0.453  470.096  543.032  627.126  648.001  675.978
    0.491  470.106  543.907  626.759  647.329  674.884
    0.529  470.115  544.040  625.005  645.123  672.014
    0.566  470.124  543.304  621.630  641.122  667.070
    0.604  470.133  541.854  616.986  635.723  660.526
    0.642  470.141  540.114  611.948  629.904  653.528
    0.680  470.149  538.033  606.407  623.542  645.933
    0.717  470.157  536.299  601.729  618.162  639.512
    0.755  470.164  536.676  601.357  617.605  638.704
    0.793  470.171  524.478  576.438  589.644  606.271
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    45.80   69.197  470.000  470.174  544.040  648.001
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.075  488.849  490.727  494.644
    0.076  470.003  488.205  540.582  546.905  561.432
    0.113  470.007  490.151  540.789  546.901  560.946
    0.151  470.011  492.509  543.890  550.074  564.360
    0.189  470.015  495.135  548.394  554.776  569.637
    0.227  470.019  497.736  553.034  559.631  575.119
    0.264  470.024  500.168  557.297  564.085  580.141
    0.302  470.028  502.423  561.145  568.098  584.651
    0.340  470.033  504.359  564.188  571.252  588.157
    0.378  470.038  505.939  566.354  573.472  590.571
    0.415  470.042  507.265  567.944  575.083  592.278
    0.453  470.047  508.061  568.260  575.340  592.402
    0.491  470.052  508.517  567.826  574.805  591.609
    0.529  470.056  508.586  566.545  573.373  589.776
    0.566  470.061  508.202  564.271  570.892  586.731
    0.604  470.065  507.446  561.229  567.598  582.753
    0.642  470.069  506.539  557.961  564.070  578.521
    0.680  470.073  505.454  554.399  560.234  573.948
    0.717  470.076  504.550  551.388  556.987  570.079
    0.755  470.080  504.746  551.048  556.585  569.523
    0.793  470.083  498.388  535.583  540.098  550.360
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    45.90   86.496  470.000  470.085  508.586  575.340
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.836  498.519  503.987  510.198
    0.076  470.007  505.006  578.334  596.944  620.485
    0.113  470.015  508.749  579.641  597.624  620.400
    0.151  470.023  513.282  585.216  603.415  626.623
    0.189  470.031  518.333  592.894  611.691  635.886
    0.227  470.040  523.333  600.751  620.197  645.466
    0.264  470.049  528.010  607.991  628.015  654.261
    0.302  470.058  532.347  614.558  635.079  662.188
    0.340  470.067  536.072  619.832  640.691  668.416
    0.378  470.077  539.110  623.690  644.717  672.790
    0.415  470.087  541.660  626.610  647.702  675.956
    0.453  470.096  543.192  627.469  648.386  676.432
    0.491  470.106  544.069  627.101  647.713  675.335
    0.529  470.115  544.202  625.344  645.503  672.459
    0.566  470.124  543.464  621.961  641.493  667.504
    0.604  470.133  542.011  617.307  636.083  660.945
    0.642  470.141  540.267  612.258  630.251  653.931
    0.680  470.149  538.182  606.705  623.875  646.320
    0.717  470.157  536.444  602.017  618.483  639.885
    0.755  470.164  536.822  601.644  617.925  639.075
    0.793  470.171  524.597  576.670  589.904  606.570
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    45.90   69.197  470.000  470.174  544.202  648.386
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.084  488.890  490.772  494.698
    0.076  470.003  488.245  540.736  547.071  561.632
    0.113  470.007  490.195  540.943  547.068  561.145
    0.151  470.011  492.558  544.051  550.247  564.566
    0.189  470.015  495.190  548.564  554.960  569.855
    0.227  470.019  497.796  553.215  559.826  575.350
    0.264  470.024  500.233  557.487  564.289  580.382
    0.302  470.028  502.493  561.344  568.310  584.902
    0.340  470.033  504.434  564.394  571.471  588.416
    0.378  470.038  506.017  566.564  573.696  590.836
    0.415  470.042  507.346  568.157  575.311  592.546
    0.453  470.047  508.144  568.474  575.569  592.671
    0.491  470.052  508.601  568.039  575.032  591.875
    0.529  470.056  508.670  566.755  573.597  590.039
    0.566  470.061  508.285  564.477  571.111  586.986
    0.604  470.065  507.528  561.428  567.810  583.000
    0.642  470.069  506.619  558.153  564.273  578.758
    0.680  470.073  505.531  554.583  560.429  574.176
    0.717  470.077  504.625  551.565  557.176  570.298
    0.755  470.080  504.822  551.224  556.773  569.741
    0.793  470.083  498.450  535.726  540.251  550.536
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.00   86.496  470.000  470.085  508.670  575.569
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.854  498.581  504.061  510.286
    0.076  470.007  505.082  578.570  597.219  620.815
    0.113  470.015  508.833  579.880  597.900  620.730
    0.151  470.023  513.376  585.467  603.704  626.966
    0.189  470.031  518.438  593.162  611.998  636.250
    0.227  470.040  523.450  601.036  620.522  645.852
    0.264  470.049  528.137  608.292  628.356  654.666
    0.302  470.058  532.483  614.873  635.436  662.610
    0.340  470.068  536.216  620.159  641.059  668.851
    0.378  470.077  539.260  624.025  645.094  673.236
    0.415  470.087  541.816  626.951  648.085  676.409
    0.453  470.096  543.351  627.812  648.772  676.886
    0.491  470.106  544.230  627.444  648.097  675.786
    0.529  470.115  544.364  625.682  645.882  672.903
    0.566  470.124  543.624  622.292  641.864  667.937
    0.604  470.133  542.168  617.628  636.442  661.364
    0.642  470.142  540.420  612.568  630.597  654.335
    0.680  470.150  538.330  607.003  624.208  646.707
    0.717  470.157  536.589  602.304  618.804  640.257
    0.755  470.165  536.968  601.931  618.245  639.445
    0.793  470.171  524.716  576.902  590.164  606.870
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.00   69.197  470.000  470.174  544.364  648.772
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.093  488.931  490.817  494.751
    0.076  470.003  488.285  540.890  547.238  561.832
    0.113  470.007  490.239  541.097  547.234  561.344
    0.151  470.011  492.607  544.212  550.421  564.773
    0.189  470.015  495.245  548.735  555.143  570.074
    0.227  470.019  497.856  553.396  560.020  575.580
    0.264  470.024  500.299  557.677  564.493  580.623
    0.302  470.028  502.564  561.542  568.523  585.153
    0.340  470.033  504.509  564.599  571.691  588.675
    0.378  470.038  506.096  566.774  573.920  591.100
    0.415  470.042  507.427  568.371  575.538  592.814
    0.453  470.047  508.227  568.688  575.797  592.939
    0.491  470.052  508.685  568.252  575.259  592.141
    0.529  470.056  508.754  566.965  573.821  590.301
    0.566  470.061  508.368  564.682  571.329  587.242
    0.604  470.065  507.609  561.627  568.021  583.247
    0.642  470.069  506.698  558.344  564.477  578.996
    0.680  470.073  505.608  554.767  560.625  574.403
    0.717  470.077  504.701  551.742  557.364  570.517
    0.755  470.080  504.898  551.401  556.960  569.958
    0.793  470.084  498.512  535.869  540.403  550.712
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.10   86.496  470.000  470.085  508.754  575.797
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.871  498.643  504.135  510.374
    0.076  470.007  505.159  578.806  597.493  621.145
    0.113  470.015  508.918  580.119  598.176  621.060
    0.151  470.023  513.470  585.718  603.992  627.310
    0.189  470.031  518.543  593.430  612.304  636.614
    0.227  470.040  523.566  601.321  620.846  646.237
    0.264  470.049  528.263  608.592  628.698  655.070
    0.302  470.058  532.619  615.188  635.793  663.032
    0.340  470.068  536.360  620.485  641.428  669.287
    0.378  470.077  539.411  624.360  645.471  673.681
    0.415  470.087  541.972  627.293  648.469  676.861
    0.453  470.097  543.511  628.156  649.157  677.339
    0.491  470.106  544.392  627.786  648.481  676.237
    0.529  470.116  544.525  626.021  646.261  673.348
    0.566  470.125  543.784  622.623  642.234  668.371
    0.604  470.134  542.325  617.949  636.801  661.784
    0.642  470.142  540.573  612.878  630.944  654.739
    0.680  470.150  538.479  607.301  624.541  647.094
    0.717  470.158  536.733  602.592  619.126  640.630
    0.755  470.165  537.113  602.217  618.565  639.816
    0.793  470.172  524.835  577.135  590.424  607.169
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.10   69.197  470.000  470.175  544.525  649.157
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.102  488.972  490.862  494.805
    0.076  470.003  488.324  541.043  547.405  562.032
    0.113  470.007  490.283  541.252  547.401  561.543
    0.151  470.011  492.656  544.373  550.594  564.979
    0.189  470.015  495.299  548.906  555.327  570.292
    0.227  470.020  497.917  553.577  560.214  575.810
    0.264  470.024  500.365  557.867  564.697  580.864
    0.302  470.028  502.635  561.741  568.735  585.404
    0.340  470.033  504.584  564.804  571.910  588.934
    0.378  470.038  506.174  566.983  574.144  591.364
    0.415  470.042  507.508  568.584  575.766  593.082
    0.453  470.047  508.310  568.902  576.025  593.207
    0.491  470.052  508.769  568.466  575.486  592.408
    0.529  470.056  508.838  567.176  574.045  590.563
    0.566  470.061  508.452  564.888  571.548  587.498
    0.604  470.065  507.691  561.825  568.233  583.494
    0.642  470.069  506.778  558.536  564.681  579.233
    0.680  470.073  505.686  554.951  560.820  574.631
    0.717  470.077  504.776  551.920  557.553  570.736
    0.755  470.081  504.974  551.577  557.148  570.176
    0.793  470.084  498.574  536.012  540.555  550.887
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.20   86.496  470.000  470.085  508.838  576.025
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.888  498.705  504.208  510.461
    0.076  470.007  505.235  579.042  597.768  621.476
    0.113  470.015  509.002  580.358  598.452  621.390
    0.151  470.023  513.565  585.969  604.281  627.653
    0.189  470.031  518.648  593.698  612.610  636.978
    0.227  470.040  523.682  601.606  621.171  646.622
    0.264  470.049  528.389  608.893  629.039  655.475
    0.302  470.058  532.755  615.503  636.149  663.454
    0.340  470.068  536.504  620.812  641.797  669.723
    0.378  470.078  539.561  624.695  645.849  674.127
    0.415  470.087  542.128  627.634  648.853  677.314
    0.453  470.097  543.670  628.499  649.542  677.793
    0.491  470.106  544.553  628.128  648.865  676.688
    0.529  470.116  544.687  626.359  646.640  673.793
    0.566  470.125  543.944  622.954  642.605  668.805
    0.604  470.134  542.482  618.270  637.160  662.203
    0.642  470.142  540.727  613.188  631.290  655.142
    0.680  470.150  538.627  607.598  624.873  647.480
    0.717  470.158  536.878  602.879  619.447  641.003
    0.755  470.165  537.259  602.504  618.885  640.187
    0.793  470.172  524.954  577.367  590.683  607.468
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.20   69.197  470.000  470.175  544.687  649.542
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.111  489.013  490.907  494.859
    0.076  470.003  488.364  541.197  547.571  562.232
    0.113  470.007  490.327  541.406  547.568  561.742
    0.151  470.011  492.705  544.534  550.768  565.186
    0.189  470.015  495.354  549.077  555.510  570.510
    0.227  470.020  497.977  553.757  560.408  576.040
    0.264  470.024  500.430  558.058  564.900  581.106
    0.302  470.029  502.705  561.939  568.947  585.655
    0.340  470.033  504.659  565.009  572.129  589.193
    0.378  470.038  506.252  567.193  574.368  591.628
    0.415  470.043  507.590  568.797  575.993  593.350
    0.453  470.047  508.393  569.116  576.253  593.475
    0.491  470.052  508.853  568.679  575.713  592.674
    0.529  470.057  508.922  567.386  574.269  590.826
    0.566  470.061  508.535  565.093  571.766  587.753
    0.604  470.065  507.773  562.024  568.444  583.741
    0.642  470.069  506.857  558.727  564.885  579.471
    0.680  470.073  505.763  555.135  561.016  574.858
    0.717  470.077  504.851  552.097  557.741  570.955
    0.755  470.081  505.049  551.754  557.336  570.394
    0.793  470.084  498.636  536.155  540.707  551.063
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.30   86.496  470.000  470.085  508.922  576.253
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  477.905  498.767  504.282  510.549
    0.076  470.007  505.311  579.278  598.042  621.806
    0.113  470.015  509.087  580.597  598.728  621.720
    0.151  470.023  513.659  586.220  604.569  627.997
    0.189  470.031  518.754  593.965  612.917  637.342
    0.227  470.040  523.798  601.890  621.496  647.007
    0.264  470.049  528.516  609.194  629.381  655.880
    0.302  470.059  532.891  615.818  636.506  663.876
    0.340  470.068  536.648  621.138  642.166  670.159
    0.378  470.078  539.712  625.030  646.226  674.573
    0.415  470.087  542.284  627.975  649.237  677.766
    0.453  470.097  543.830  628.842  649.928  678.247
    0.491  470.107  544.714  628.470  649.249  677.139
    0.529  470.116  544.849  626.698  647.020  674.238
    0.566  470.125  544.104  623.285  642.976  669.239
    0.604  470.134  542.639  618.591  637.519  662.622
    0.642  470.143  540.880  613.498  631.637  655.546
    0.680  470.151  538.776  607.896  625.206  647.867
    0.717  470.158  537.023  603.167  619.768  641.375
    0.755  470.166  537.404  602.791  619.205  640.558
    0.793  470.173  525.073  577.600  590.943  607.767
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
    46.30   69.197  470.000  470.176  544.849  649.928
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.001  474.120  489.054  490.952  494.913
