 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.755  470.011  474.693  480.948  481.749  483.395
    0.793  470.011  473.835  478.859  479.504  480.824
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     6.20   86.496  470.000  470.011  475.212  484.313
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  471.059  473.852  474.601  475.421
    0.076  470.001  474.728  484.633  487.272  490.210
    0.113  470.002  475.234  484.810  487.361  490.201
    0.151  470.003  475.846  485.563  488.150  491.034
    0.189  470.004  476.529  486.600  489.281  492.272
    0.227  470.005  477.204  487.661  490.443  493.552
    0.264  470.007  477.836  488.639  491.511  494.726
    0.302  470.008  478.422  489.526  492.477  495.784
    0.340  470.009  478.925  490.239  493.244  496.616
    0.378  470.010  479.335  490.760  493.794  497.200
    0.415  470.012  479.680  491.154  494.201  497.623
    0.453  470.013  479.886  491.270  494.292  497.688
    0.491  470.014  480.005  491.221  494.198  497.543
    0.529  470.016  480.023  490.983  493.893  497.161
    0.566  470.017  479.923  490.526  493.342  496.503
    0.604  470.018  479.727  489.898  492.600  495.629
    0.642  470.019  479.491  489.216  491.800  494.695
    0.680  470.020  479.210  488.466  490.927  493.680
    0.717  470.021  478.975  487.832  490.188  492.822
    0.755  470.022  479.026  487.782  490.111  492.714
    0.793  470.023  477.375  484.409  486.283  488.368
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     6.20   69.197  470.000  470.024  480.023  494.292
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  470.559  472.587  472.849  473.379
    0.076  470.000  472.499  479.688  480.611  482.501
    0.113  470.001  472.766  479.716  480.608  482.436
    0.151  470.002  473.089  480.142  481.047  482.902
    0.189  470.002  473.450  480.760  481.697  483.621
    0.227  470.003  473.807  481.397  482.369  484.368
    0.264  470.003  474.141  481.982  482.986  485.052
    0.302  470.004  474.450  482.510  483.542  485.666
    0.340  470.005  474.716  482.928  483.978  486.144
    0.378  470.005  474.933  483.225  484.286  486.473
    0.415  470.006  475.115  483.443  484.508  486.705
    0.453  470.006  475.224  483.487  484.543  486.723
    0.491  470.007  475.287  483.427  484.468  486.615
    0.529  470.008  475.296  483.251  484.269  486.367
    0.566  470.008  475.243  482.939  483.924  485.953
    0.604  470.009  475.140  482.522  483.467  485.412
    0.642  470.009  475.015  482.073  482.977  484.836
    0.680  470.010  474.866  481.584  482.445  484.214
    0.717  470.010  474.742  481.171  481.995  483.687
    0.755  470.011  474.769  481.124  481.939  483.612
    0.793  470.011  473.896  479.002  479.658  480.999
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     6.30   86.496  470.000  470.012  475.296  484.543
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  471.076  473.914  474.675  475.509
    0.076  470.001  474.805  484.869  487.550  490.536
    0.113  470.002  475.318  485.049  487.641  490.527
    0.151  470.003  475.941  485.814  488.443  491.374
    0.189  470.004  476.634  486.868  489.591  492.632
    0.227  470.005  477.320  487.946  490.772  493.932
    0.264  470.007  477.962  488.940  491.858  495.126
    0.302  470.008  478.557  489.841  492.839  496.201
    0.340  470.009  479.069  490.565  493.618  497.045
    0.378  470.011  479.486  491.095  494.177  497.639
    0.415  470.012  479.836  491.496  494.590  498.069
    0.453  470.013  480.046  491.613  494.684  498.135
    0.491  470.015  480.166  491.563  494.588  497.988
    0.529  470.016  480.185  491.322  494.278  497.600
    0.566  470.017  480.083  490.857  493.718  496.930
    0.604  470.018  479.884  490.219  492.964  496.043
    0.642  470.019  479.645  489.526  492.151  495.094
    0.680  470.020  479.358  488.763  491.264  494.062
    0.717  470.022  479.120  488.120  490.513  493.190
    0.755  470.023  479.172  488.069  490.435  493.081
    0.793  470.023  477.494  484.641  486.545  488.664
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     6.30   69.197  470.000  470.024  480.185  494.684
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  470.568  472.628  472.894  473.433
    0.076  470.000  472.538  479.842  480.779  482.699
    0.113  470.001  472.810  479.870  480.777  482.633
    0.151  470.002  473.138  480.303  481.222  483.106
    0.189  470.002  473.505  480.931  481.883  483.837
    0.227  470.003  473.867  481.578  482.566  484.596
    0.264  470.003  474.206  482.172  483.192  485.291
    0.302  470.004  474.521  482.709  483.756  485.915
    0.340  470.005  474.791  483.133  484.200  486.400
    0.378  470.005  475.011  483.435  484.512  486.734
    0.415  470.006  475.196  483.657  484.738  486.971
    0.453  470.007  475.307  483.701  484.774  486.988
    0.491  470.007  475.371  483.640  484.698  486.879
    0.529  470.008  475.380  483.462  484.495  486.627
    0.566  470.008  475.327  483.145  484.145  486.206
    0.604  470.009  475.221  482.720  483.680  485.657
    0.642  470.010  475.095  482.265  483.183  485.072
    0.680  470.010  474.943  481.768  482.642  484.440
    0.717  470.011  474.817  481.348  482.185  483.904
    0.755  470.011  474.845  481.301  482.128  483.828
    0.793  470.012  473.958  479.145  479.811  481.173
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     6.40   86.496  470.000  470.012  475.380  484.774
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  471.093  473.976  474.749  475.596
    0.076  470.001  474.881  485.105  487.829  490.862
    0.113  470.002  475.403  485.288  487.920  490.853
    0.151  470.003  476.035  486.065  488.735  491.713
    0.189  470.004  476.739  487.136  489.902  492.992
    0.227  470.006  477.436  488.231  491.101  494.313
    0.264  470.007  478.089  489.241  492.204  495.525
    0.302  470.008  478.693  490.156  493.201  496.617
    0.340  470.009  479.213  490.892  493.993  497.475
    0.378  470.011  479.636  491.430  494.560  498.078
    0.415  470.012  479.992  491.837  494.980  498.515
    0.453  470.013  480.205  491.957  495.075  498.582
    0.491  470.015  480.328  491.905  494.978  498.433
    0.529  470.016  480.346  491.660  494.663  498.039
    0.566  470.017  480.243  491.188  494.094  497.358
    0.604  470.019  480.041  490.540  493.328  496.457
    0.642  470.020  479.798  489.836  492.502  495.492
    0.680  470.021  479.507  489.061  491.601  494.445
    0.717  470.022  479.264  488.408  490.839  493.558
    0.755  470.023  479.317  488.356  490.759  493.447
    0.793  470.024  477.613  484.873  486.808  488.961
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     6.40   69.197  470.000  470.024  480.346  495.075
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  470.577  472.669  472.940  473.486
    0.076  470.000  472.578  479.995  480.947  482.898
    0.113  470.001  472.854  480.025  480.945  482.831
    0.151  470.002  473.187  480.464  481.397  483.311
    0.189  470.002  473.559  481.101  482.068  484.054
    0.227  470.003  473.928  481.759  482.762  484.824
    0.264  470.003  474.272  482.362  483.398  485.530
    0.302  470.004  474.591  482.907  483.971  486.164
    0.340  470.005  474.866  483.338  484.422  486.656
    0.378  470.005  475.089  483.645  484.739  486.996
    0.415  470.006  475.277  483.870  484.968  487.236
    0.453  470.007  475.390  483.915  485.004  487.254
    0.491  470.007  475.455  483.853  484.927  487.143
    0.529  470.008  475.464  483.672  484.721  486.887
    0.566  470.009  475.410  483.350  484.365  486.460
    0.604  470.009  475.303  482.919  483.894  485.902
    0.642  470.010  475.174  482.456  483.389  485.308
    0.680  470.010  475.021  481.952  482.840  484.665
    0.717  470.011  474.893  481.525  482.375  484.122
    0.755  470.011  474.921  481.477  482.318  484.044
    0.793  470.012  474.020  479.287  479.964  481.348
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     6.50   86.496  470.000  470.012  475.464  485.004
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  471.110  474.039  474.824  475.684
    0.076  470.001  474.957  485.341  488.107  491.188
    0.113  470.002  475.487  485.527  488.200  491.180
    0.151  470.003  476.129  486.316  489.027  492.053
    0.189  470.004  476.844  487.403  490.212  493.351
    0.227  470.006  477.553  488.516  491.431  494.693
    0.264  470.007  478.215  489.541  492.551  495.924
    0.302  470.008  478.829  490.471  493.563  497.033
    0.340  470.010  479.357  491.218  494.367  497.905
    0.378  470.011  479.787  491.764  494.943  498.517
    0.415  470.012  480.148  492.178  495.370  498.961
    0.453  470.014  480.365  492.300  495.466  499.029
    0.491  470.015  480.489  492.247  495.367  498.877
    0.529  470.016  480.508  491.999  495.048  498.477
    0.566  470.018  480.403  491.520  494.470  497.786
    0.604  470.019  480.198  490.861  493.692  496.871
    0.642  470.020  479.951  490.145  492.854  495.891
    0.680  470.021  479.655  489.359  491.938  494.827
    0.717  470.022  479.409  488.695  491.164  493.927
    0.755  470.023  479.463  488.642  491.083  493.814
    0.793  470.024  477.732  485.106  487.070  489.257
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     6.50   69.197  470.000  470.025  480.508  495.466
 
 ==================================================================
 
 
       TEMPERATURES IN AVERAGE CHANNEL       
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  470.586  472.710  472.985  473.540
    0.076  470.000  472.618  480.149  481.115  483.096
    0.113  470.001  472.898  480.179  481.113  483.028
    0.151  470.002  473.237  480.625  481.572  483.516
    0.189  470.002  473.614  481.272  482.254  484.270
    0.227  470.003  473.988  481.940  482.958  485.053
    0.264  470.003  474.338  482.552  483.604  485.769
    0.302  470.004  474.662  483.106  484.186  486.413
    0.340  470.005  474.941  483.543  484.643  486.913
    0.378  470.005  475.168  483.855  484.965  487.258
    0.415  470.006  475.358  484.083  485.198  487.501
    0.453  470.007  475.473  484.129  485.235  487.520
    0.491  470.007  475.538  484.067  485.156  487.407
    0.529  470.008  475.548  483.882  484.947  487.147
    0.566  470.009  475.493  483.555  484.586  486.713
    0.604  470.009  475.384  483.118  484.107  486.146
    0.642  470.010  475.254  482.648  483.594  485.543
    0.680  470.010  475.098  482.136  483.037  484.891
    0.717  470.011  474.968  481.703  482.566  484.339
    0.755  470.012  474.996  481.654  482.507  484.260
    0.793  470.012  474.082  479.430  480.117  481.523
 
                            LSSS Results                           
    POWER      W      T_IN    T_OUT    TC_MAX   TF_MAX
     6.60   86.496  470.000  470.012  475.548  485.235
 
 ==================================================================
 
 
         TEMPERATURES IN HOT CHANNEL         
   HEIGHT      TC       TW       TG      TCL     TCLT
    0.038  470.000  471.127  474.101  474.898  475.771
    0.076  470.001  475.034  485.577  488.385  491.515
    0.113  470.002  475.572  485.765  488.480  491.506
    0.151  470.003  476.224  486.567  489.320  492.392
    0.189  470.004  476.950  487.671  490.523  493.711
    0.227  470.006  477.669  488.801  491.760  495.073
    0.264  470.007  478.341  489.842  492.897  496.323
    0.302  470.008  478.965  490.786  493.925  497.450
    0.340  470.010  479.501  491.545  494.741  498.335
    0.378  470.011  479.937  492.099  495.326  498.956
    0.415  470.012  480.304  492.519  495.760  499.407
